Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Dora Factory,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://dorafactory.org,,https://twitter.com/DoraFactory,,DAO,,,❌ Not found,,,,,polkadot,https://parachains.info/,The DAO-as-a-Service Infrastructure for Decentralized Governance and Open Source Ventures. Tokens: DORA W3F Grants: MolochDAO substrate pallets v1 and v2 — Completed Multisig UI — Completed Links: Whitepaper Status Announced Testing Parathread Kusama Slot Leasing May 26; 2022 April 11; 2023 the slot lease expired Auctions & Crowdloans Auction 33: WINNER Leasing: May 26; 2022 - April 11; 2023 Crowdloan ID: 2115-74 Funds Raised: 13 567 KSM ( $59 829 ) Leading Blocks: 100% Show more auctions Auction 33: WINNER Leasing: May 20; 2022 - April 12; 2023 Crowdloan ID: 2115-70 Funds Raised: 2 621 KSM ( $11 558 ) Leading Blocks: 100% Reward: 1 KSM : 3+ DORA Crowdloan Cap: 11 000 KSM 100% vests over the lease period of 48 weeks Investors (50) Binance Labs T ier 1 Hashkey T ier 1 NGC Ventures T ier 2 CMS Holdings T ier 2 The LAO T ier 2 LD Capital T ier 2 GBV T ier 2 Dapper Labs T ier 2 Show more investors Hypersphere T ier 2 Gate Ventures T ier 2 MEXC T ier 2 OKX Ventures T ier 2 SNZ Holding T ier 3 Fundamental Labs T ier 3 Krypital T ier 3 AU21 Capital T ier 3 Signum Capital T ier 3 Spark Digital Capital T ier 3 DFG T ier 3 Longhash Ventures T ier 3 SevenX Ventures T ier 3 Lotus Capital T ier 3 Ellipti T ier 3 Paka T ier 3 ID THEORY T ier 3 Kernel Ventures T ier 3 Duck DAO T ier 3 Avstar Capital T ier 3 Infinity Capital T ier 3 Axia8 Ventures T ier 3 Lancer Capital T ier 3 Dealean Capital T ier 3 BTA Ventures T ier 3 RedBlock Capital T ier 3 JRR Crypto T ier 4 Candaq T ier 4 Incuba Alpha T ier 4 DRF T ier 4 DoraHacks T ier 4 Cabin VC T ier 4 Block Rock Capital T ier 4 BlockArk T ier 4 Clovers Ventures T ier 4 Zonff T ier 4 CryptoDiscover T ier 4 Infinity Labs NEO EcoFund InfinityLabs Horizon Capital Partners (6) Apron Network Calamari Network Coinversation Konomi Manta Network OpenSquare Network,
Efinity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://enj.in/loan,,https://twitter.com/enjin,,NFT; Gaming,,,❌ Not found,,,,,polkadot,https://parachains.info/,Enjin; the creators of the ERC-1155 NFT standard; is developing Efinity; a next-generation blockchain to serve as the infrastructure of the decentralized metaverse. Businesses and developers seriously need a platform that can deliver a modern; mainstream; and developer-friendly NFT experience. Since the release of Ethereum; there have been attempts to build infrastructure and tokenization around this general-purpose computing blockchain; but there’s an ever-growing thirst for a better solution. Creators are forced to work with crippling fees; inflexible smart contracts; and disjointed interoperability. Adoption of today’s NFTs is still limited to die-hard crypto enthusiasts. The blockchains that NFTs live on give actual users no incentives (other than the prices rising); because miners are given the full share of generated tokens. Prices rise; infrastructure companies create silos and paywalls; and it becomes difficult to make real progress in this industry - unless we can unify the community and think a bit differently. Efinity is built to solve these problems. Addressing gas fees and congestion head-on; Efinity provides world-class scalability; currently testing at 20 million NFT mints/transfers per second. We're developing a new token standard called the Paratoken Standard; which will support NFTs from any network and will be compatible with the entire Polkadot and Kusama ecosystem. Efinity Token (EFI) will be the first-ever paratoken. Tokens: EFI Links: Crowdloan Rewards Ecosystem Report. November 1; 2021 Whitepaper Status Announced Testing Parathread Polkadot Slot Leasing March 19; 2022 January 17; 2024 the slot lease expired Auctions & Crowdloans Auction 6: WINNER Leasing: March 19; 2022 - January 17; 2024 Crowdloan ID: 2021-20 Funds Raised: 7 695 377 DOT ( $9 773 129 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 26+ EFI Crowdloan Cap: 50 000 000 DOT Reward Pool: 200m of 2b (10%) EFI tokens will be vested linearly over the 2-year period The top 250 Crowdloan contributors will receive an NFT. An additional 250 NFTs will be randomly distributed to lucky participants Investors (23) Hashkey T ier 1 Kenetic T ier 2 Hashed T ier 2 Arrington XRP Capital T ier 2 Fenbushi Capital T ier 2 Blockchain.com Ventures T ier 2 LD Capital T ier 2 CMT Digital T ier 2 Show more investors GBV T ier 2 Hypersphere T ier 2 BlockTower T ier 3 Crypto.com Capital T ier 3 DFG T ier 3 Master Ventures T ier 3 D1 Ventures T ier 3 Iconium T ier 4 DRF T ier 4 BlockArk T ier 4 PNYX Ventures T ier 5 Shinobi Capital Blockchain Ventures Andromeda Videos Efinity Crowdloan Event January 1; 1970 (00:00:00) Enjin Ecosystem Update: Interoperable; Cross-Chain Tokens August 12; 2021 (00:09:03) Developer Activity,
Equilibrium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://equilibrium.io/,,https://twitter.com/EquilibriumDeFi,,DeFi,,,✅ Found,Equilibrium,id1741263777-60_B2MAoSRWB2mFZWDVbxg,https://admin.thegrid.id/profiles/?rootId=id1741263777-60_B2MAoSRWB2mFZWDVbxg,Name: Profile,polkadot,https://parachains.info/,The functionality of all key DeFi apps on one platform; with advanced bailout mechanism for system security. Users can: Lend - All main crypto assets; EQ tokens Borrow - All main crypto assets; decentralized stablecoins; synthetics Trade - All main crypto assets; decentralized stablecoins; synthetics; EQ tokens Stake - PoS & DPoS crypto assets; EQ tokens Solves cross-chain interoperability; unlocking $311 Bln of total remaining DeFi market potential. Related Project: Genshiro Tokens: EQ; Q W3F Grants: All-in-one Interoperable DeFi hub. — Completed Curve AMM Pallet — Completed Links: Launch Roadmap Whitepaper Tokenomics Docs Status Announced Testing Parathread Polkadot Slot Leasing March 19; 2022 January 17; 2024 the slot lease expired Auctions & Crowdloans Auction 12: WINNER Leasing: March 19; 2022 - January 17; 2024 Crowdloan ID: 2011-29 Funds Raised: 625 505 DOT ( $794 392 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 200+ EQ Crowdloan Cap: 3 000 000 DOT 10% of entire allocation available immediately upon the parachain launch 90% rewards will be vested linearly over the course parachain lease period (~2 years) 100 EQ : 1 DOT bonus to PLO1 revoters 200 EQ : 1 DOT bonus to xDOT revoters 50% early bird bonus till March 20; 2022; at 11:59 PM UTC 14% referral bonus (7% for referrals / 7% for referrers) Events Dec 19; 2024 at 14:00 UTC Equilibrium Community Call #39 Oct 25; 2023 at 14:00 UTC Community Call #35 Oct 17; 2023 at 15:00 UTC BlockTalk with CIK; Equilibrium; SolidProof; Polimec; & others! Investors (25) CMS Holdings T ier 2 FBG Capital T ier 2 KR1 T ier 2 LD Capital T ier 2 GBV T ier 2 Hypersphere T ier 2 OKX Ventures T ier 2 YBB Foundation T ier 3 Show more investors AU21 Capital T ier 3 Signum Capital T ier 3 DFG T ier 3 ROK Capital T ier 3 Taureon T ier 3 Bitrise Capital T ier 3 XPRING T ier 4 Signal Ventures T ier 4 Inclusion Capital T ier 4 Newave Capital T ier 4 CDI T ier 4 PNYX Ventures T ier 5 Existential Capital T ier 5 Crasolum T ier 6 BitBlock Capital Inception Capital Management Partners (7) Aventus Network Calamari Network Crab Network Kylin Network Manta Network Polkadex Tidal Finance Videos (9) Community Call #34 October 2; 2023 (00:37:54) Community Call #29 April 27; 2023 (01:09:51) Community Call #25 December 22; 2022 (01:13:25) Show more videos Equilibrium Community Call #24 November 24; 2022 (01:27:34) Equilibrium: uniting DEX And Liquidity Protocol | Polkadot Decoded 2022 June 29; 2022 (00:20:20) Community Call #17 April 28; 2022 (00:55:26) Equilibrium Community Call 16 | Polkadot parachain slot win celebration | Roadmap 2022 March 25; 2022 (01:15:45) Community Call #15 (crowdloan strategy and results; Flash Bonuses; xDOT features etc.) February 25; 2022 (01:08:02) Community Call #14 January 28; 2022 (01:01:32) Developer Activity,
Geminis Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,SmartContracts,,,❌ Not found,,,,,polkadot,https://parachains.info/,Geminis takes Ethereum chain support to the next level through WasmEdge. Develop and execute high-speed smart contracts with built-in Ethereum compatibility (EVM & EWASM) and interoperability in Solidity; Vyper; and next-level programming languages like Rust; C ++; and Golang. Tokens: GEM Status Announced Testing Parathread Polkadot,
Genshiro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://genshiro.equilibrium.io,,https://twitter.com/GenshiroDeFi,,DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Genshiro; the testing ground for Equilibrium network on Polkadot; enables users to explore innovative and experimental features before their official release to the broader Polkadot audience. Users have access to a broader range of crypto assets compared to Equilibrium; less strict margin rules; the Curve AMM; a DEX with derivative contracts on ETFs; stocks; gold; and commodities; and more. Related Project: Equilibrium Tokens: GENS W3F Grants: All-in-one Interoperable DeFi hub. — Completed Curve AMM Pallet — Completed Links: App GENS tokenomy Status Announced Testing Parathread Kusama Slot Leasing October 13; 2023 September 4; 2024 the slot lease expired Auctions & Crowdloans Auction 15: WINNER Leasing: November 27; 2021 - October 31; 2022 Crowdloan ID: 2024-43 Funds Raised: 47 426 KSM ( $209 147 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 2 530+ GENS Crowdloan Cap: 100 000 KSM Reward Pool: 150m of 1.2b (12.5%) The entire chunk of GENS will be evenly distributed among all crowdloan participants in proportion to their KSM stakes. Bonus 1;000 GENS per KSM for contributions over 500 KSM. Bonus 500 GENS per KSM for everyone who previously participated in the first and/or second rounds of Kusama auctions. 10% GENS will be unlocked immediately. 90% GENS will vest linearly over the lease duration. Show more auctions Auction 56: WINNER Leasing: October 31; 2022 - October 4; 2023 Crowdloan ID: 2226-88 Funds Raised: 2 000 KSM ( $8 820 ) Leading Blocks: 97.72% Project Auction Info: crowdloan details Reward: 1 KSM : 5 000+ GENS Crowdloan Cap: 2 000 KSM Reward Pool: 10m of 1.2b (0.83%) The entire chunk of GENS will be evenly distributed among all crowdloan participants in proportion to their KSM stakes Auction 108: WINNER Leasing: October 13; 2023 - September 4; 2024 Parathread ID: 2024 Last Bid: 11.13 KSM Leading Blocks: 100% Slot Acquisition: self-funded Investors (25) CMS Holdings T ier 2 FBG Capital T ier 2 KR1 T ier 2 LD Capital T ier 2 GBV T ier 2 Hypersphere T ier 2 OKX Ventures T ier 2 YBB Foundation T ier 3 Show more investors AU21 Capital T ier 3 Signum Capital T ier 3 DFG T ier 3 ROK Capital T ier 3 Taureon T ier 3 Bitrise Capital T ier 3 XPRING T ier 4 Signal Ventures T ier 4 Inclusion Capital T ier 4 Newave Capital T ier 4 CDI T ier 4 PNYX Ventures T ier 5 Existential Capital T ier 5 Crasolum T ier 6 BitBlock Capital Inception Capital Management Screenshots (2) Roadmap Videos Equilibrium Community Call #12 | Plans for Genshiro and more November 25; 2021 (02:28:12) Genshiro launch party! How to run a stand alone DeFi substrate safely September 2; 2021 (00:46:10) Developer Activity,
GM Parachain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.gmordie.com/,,,,DAO; IoT,,,❌ Not found,,,,,polkadot,https://parachains.info/,GM solves the problem of the cold and isolated nature of crypto at large. Our crack team aims to meet this problem head-on by encouraging the exchange of GMs and GNs across Dotsama; improving QOL for all participants. Burn $FREN to mint and send $GM; but mind the clock on the GMdapp; $GM can only be minted in the morning; $GN can only be minted at night. If you try to mint during the day; you'll burn your $FREN for nothing! Tokens: FREN; GM; GN Links: App Status Announced Testing Parathread Kusama Slot Leasing July 21; 2023 June 11; 2024 the slot lease expired Auctions & Crowdloans Auction 48: WINNER Leasing: August 8; 2022 - July 12; 2023 Crowdloan ID: 2123-83 Funds Raised: 5 014 KSM ( $22 111 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 21 693+ FREN Crowdloan Cap: 9 600 KSM Reward Pool: 208m of 694m (30%) 100% tokens will be available at TGE NFT rewards for Crowdloan backers Show more auctions Auction 96: WINNER Leasing: July 21; 2023 - June 11; 2024 Parathread ID: 2123 Last Bid: 6.9 KSM Leading Blocks: 86.33% Slot Acquisition: self-funded Partners (1) Subsocial Screenshots (1) Mint explanation,
Heiko Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://app-heiko.parallel.fi/,,https://twitter.com/ParallelFi,,DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Heiko Finance is the sister network to Parallel Finance. Parallel Finance is a decentralized money market protocol that offers lending; staking; and borrowing in the Polkadot ecosystem. Related Project: Parallel Finance Tokens: HKO W3F Grants: Decentralized lending/borrowing and staking protocol — Completed Links: White Paper Token Economics Status Announced Testing Parathread Kusama Slot Leasing July 21; 2023 June 11; 2024 the slot lease expired Auctions & Crowdloans Auction 10: WINNER Leasing: September 4; 2021 - August 8; 2022 Crowdloan ID: 2085-28 Funds Raised: 202 793 KSM ( $894 319 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 200+ HKO Crowdloan Cap: 400 000 KSM Reward Pool: 50m of 1b (5%) The tokens rewarded will be unvested linearly across a one year time frame. Referral bonuses 10% (split 5% to referrer and 5% to referred). Show more auctions Auction 45: WINNER Leasing: August 8; 2022 - July 12; 2023 Crowdloan ID: 2126-82 Funds Raised: 25 000 KSM ( $110 250 ) Leading Blocks: 58.66% Project Auction Info: crowdloan details Reward: 1 KSM : 200+ HKO Crowdloan Cap: 25 000 KSM Reward Pool: 5m of 1b (0.5%) The total reward pool will be distributed upon successful launch on the new parachain slot and will vest linearly over the slot lease duration (~48 weeks) 10% HKO Bonus reward will be given to investors who participated with the same wallet address in Parallel Heiko first crowdloan last year The first 8 000 KSM contributions will be rewarded with 500 HKO per KSM Auction 92: WINNER Leasing: July 21; 2023 - June 11; 2024 Parathread ID: 2085 Last Bid: 650 KSM Leading Blocks: 76.45% Slot Acquisition: self-funded Investors (18) Pantera Capital T ier 1 Blockchain Capital T ier 1 Polychain Capital T ier 1 Coinbase Ventures T ier 1 Sequoia Capital T ier 1 Lightspeed Venture Partners T ier 2 Shima Capital T ier 2 Slow Ventures T ier 2 Show more investors Continue Capital T ier 2 Blockchain.com Ventures T ier 2 CMT Digital T ier 2 Hypersphere T ier 2 Blockchange Ventures T ier 3 gumi Cryptos T ier 3 Founders Fund T ier 4 8 Decimal Capital T ier 4 Breyer Capital T ier 4 Alameda Research Partners (1) Ava Protocol (OAK Network) Videos Parallel Finance: The Future of Polkadot DeFi | Polkadot Decoded 2022 June 29; 2022 (00:19:37) Developer Activity,
Hyperbridge (Messier),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.hyperbridge.network,,https://x.com/hyperbridge,,Bridge; Infrastructure,,,❌ Not found,,,,,polkadot,https://parachains.info/,Hyperbridge is an interoperability coprocessor that has been designed with full node level security. By leveraging Kusama as a consensus layer; we obtain high crypto-economic security; equivalent to about $5 billion at the time of writing. This ensures that hyperbridge is resistant to governance attacks that would’ve otherwise successfully compromised the protocol if it had to bootstrap its own validator set. Hyperbridge inherits cheap consensus proofs through BEEFY; which attests to the validity of all parachain state transitions secured by the network. Because of this; we can shard the work of validating consensus; state proof and state transition re-execution across multiple so-called parachain cores. This allows us to aggregate the cross-chain messages from multiple connected blockchains which are verified on multiple parachain cores into a single zk consensus & state proof that can be verified cheaply on any chain. This cost will be cheap enough to compete with non-consensus proof based bridges which simply verify MPC signatures onchain for attestation. It is critical to note that the reason this kind of interoperability coprocessor hasn’t been attempted before is because it is an architecture that is uniquely enabled by Kusama. All of this culminates in what is undoubtedly the holy grail of interoperability: a single proof that aggregates multiple sub-proofs to facilitate the most secure and scalable cross-chain message passing. Related Project: Hyperbridge (Nexus) Status Announced Testing Parathread Kusama Slot Leasing January 5; 2024 November 29; 2024 the slot lease expired Auctions & Crowdloans Auction 120: WINNER Leasing: January 5; 2024 - November 29; 2024 Parathread ID: 3340 Last Bid: 10 KSM Leading Blocks: 92.29% Slot Acquisition: self-funded Developer Activity,
Imbue Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.imbue.network,,https://twitter.com/ImbueNetwork,,DAO; DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Imbue Network is a decentralised crowdfunding DAO built on top of the Polkadot blockchain platform. It is an idea incubator open to the entire world that allows anyone; from any walk of life and for any kind of endeavour; to submit and vote on Ideas worth funding from the communities that believe in them the most. Imbue brings real-world impact to people's lives; dismantling the popular criticism that web 3.0 lacks utility. By leveraging the power of the Polkadot ecosystem and the Substrate Framework; founders are able to announce Proposals along with how much funding they feel they need. They define deliverables as Milestones; and split out the total amount between them (e.g.; 10% for the first Milestone; 30% for the second Milestone; 40% for the third Milestone; etc.). Additionally; while at launch funding can only be done with the $IMBU token; since the Polkadot ecosystem is the leading blockchain for interoperability; funding in different cryptocurrencies; as well as on-ramp for fiat currencies; is relatively simple; with transaction costs that are negligible compared to the fees you find on Ethereum. A farmer in Africa; a bassoonist in Colombia; a small business owner in Ajman; a chef in Cincinnati: everyone knows how it feels to be lost in this crowded global marketplace. Everyone deserves a shot at building a dream. Imbue Network can help to imbue that dream with the funding that can turn it into reality. Tokens: IMBU W3F Grants: Imbue Network — Completed Links: Public Board FAQ Status Announced Testing Parathread Kusama Slot Leasing March 29; 2024 January 11; 2025 the slot lease expired Auctions & Crowdloans Auction 40: WINNER Leasing: June 27; 2022 - May 30; 2023 Crowdloan ID: 2121-79 Funds Raised: 3 550 KSM ( $15 656 ) Leading Blocks: 66.42% Reward: 1 KSM : 50+ IMBU Crowdloan Cap: 15 000 KSM Reward Pool: 30m of 200m (15%) Show more auctions Auction 77: WINNER Leasing: April 18; 2023 - March 20; 2024 Parathread ID: 2121 Last Bid: 70 KSM Leading Blocks: 93.99% Slot Acquisition: self-funded Auction 131: WINNER Leasing: March 29; 2024 - January 11; 2025 Parathread ID: 2121 Last Bid: 60 KSM Leading Blocks: 99.84% Slot Acquisition: self-funded Events Nov 7; 2022 at 00:00 UTC IMBU Liquidity Bootstrapping Event Screenshots (3) Vesting Schedule Roadmap How It Works Videos Beyond Defi: The road to Web3 adoption | Polkadot Decoded 2023 July 11; 2023 (00:17:18) Substrate Seminar: Imbue network - crowdfunding DAO built with Substrate April 4; 2022 (01:06:48) Introducing Imbue Network January 20; 2022 (00:10:52) Developer Activity,
K-LAOS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.laosfoundation.io,,https://twitter.com/laosnetwork,,Infrastructure; Scaling; NFT; Gaming,,,❌ Not found,,,,,polkadot,https://parachains.info/,K-LAOS serves as a test network for LAOS; which will be the Parachain deployed in Polkadot. LAOS will; from day 1; enable use cases in the most mature ecosystems (Ethereum; Polygon; etc.) that are currently impossible. At a feature level; it will be the first layer-1 blockchain that will eventually feature a throughput on par with Polkadot; focused on Digital Assets; as well as Bridgeless Connectivity; namely; the possibility to scale transactions on any programmable blockchain without the need to use bridges. With these; LAOS vision is to become the consensus system adopted by all chains to scale their Digital Ownership transactions; instantly & securely; without the need for bridging. Likewise; it aims to lead the paradigm shift towards true utility and mass tokenization; beyond speculation and scarcity; for the next generation of web3 applications. With LAOS; blockchains like Ethereum and Polygon can offload NFT minting and evolution; freeing up their capacity to focus on areas where they provide greater value; such as trading; lending; and accessing DeFi & liquidity services. Minting alone accounts for over $1 billion in annual gas fees and frequently congests both chains. This situation primarily enables speculative use cases that exploit extreme scarcity. Compared to L2s; scaling via LAOS avoids the usage of bridges; which not only are the focus of constant hacks; but also add extra friction to UX; forcing users to bridge their currencies to start trading. With LAOS; users trade in their native currencies; and bridges are simply not required. Finally; LAOS also features Decentralized Asset Metadata Extension at protocol level. This enables any actor to permissionlessly extend what an NFT describes; irrespective of its originating blockchain; and evolve it over time; opening a new plethora of use cases; including usage of assets across different DApps; managing copyright reporting; and the permissionless issuance of valuations about Real World Assets. Tokens: KLAOS Links: Whitepaper Lightpaper Tokenpaper Status Announced Testing Parathread Kusama Slot Leasing November 24; 2023 October 17; 2024 the slot lease expired Auctions & Crowdloans Auction 115: WINNER Leasing: November 24; 2023 - October 17; 2024 Parathread ID: 3336 Last Bid: 25 KSM Leading Blocks: 88.29% Slot Acquisition: self-funded Investors (4) Earlybird Venture Capital T ier 3 Target Global T ier 4 Adara Ventures T ier 4 4Founders Capital T ier 4 Developer Activity,
Kapex Parachain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://totemaccounting.com,,https://twitter.com/Totem_live_,,Data; DeFi; Exchange,,,❌ Not found,,,,,polkadot,https://parachains.info/,Totem makes use of the peer-2-peer connectivity and real-time consensus properties of their blockchain to ensure that all parties to a transaction have their accounting records updated at the time of the event in a way that leaves no room for fraud; corruption or manipulation. The global nature of the network defies politically motivated bad actors from restricting trade between consenting parties whilst preserving goals of personal and business privacy. As a side-effect you'll be excited to learn that Totem also takes accounting off the todo list for everyone. Tokens: KAPEX Links: Crowdloan Rewards Review App Lightpaper Documentation Status Announced Testing Parathread Polkadot Slot Leasing June 11; 2022 April 11; 2024 the slot lease expired Auctions & Crowdloans Auction 20: WINNER Leasing: June 11; 2022 - April 11; 2024 Crowdloan ID: 2007-39 Funds Raised: 132 833 DOT ( $168 698 ) Leading Blocks: 100% Reward: 1 DOT : 3.5+ KAPEX Crowdloan Cap: 5 680 000 DOT Reward Pool: 1.42m of 2.58m (55%) KAPEX coins will be available to transfer as soon as the balance transfer lock is disabled 10% Soft Cap bonus (568 000 DOT) Further 10% Target Cap bonus (1 775 000 DOT) 5% referral bonus Events Jul 18; 2022 at 10:00 UTC Crowdloan pledge round Videos (9) Totem Team Podcast February 5; 2023 (01:05:42) Ep#2 Totem Identity Mini Series: Making your Second Identity October 18; 2022 (00:02:25) Ep#1 Totem Identity Mini Series: Getting Started October 6; 2022 (00:01:56) Show more videos Totem Accounting: Can Web3 combat the financial secret police? June 30; 2022 (00:18:59) Can Web3 combat the financial secret police? | Polkadot Decoded 2022 June 30; 2022 (00:18:59) Totem & the $KAPEX Parachain on Polkadot - Daily Kusama Videos - SER; Have ya' Heard? June 23; 2022 (00:03:09) How to... Totem KAPEX Crowdloan Contribution April 28; 2022 (00:05:13) Totem Explained | Best Crowdloan On Polkadot? April 25; 2022 (00:42:47) The Future of Accounting; Crypto Current Episode 160 April 5; 2021 (00:24:38) Developer Activity,
Khala Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://phala.network/khala,,https://twitter.com/PhalaNetwork,,Data; Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Khala Network tackles the issue of trust in the computation cloud. This blockchain is a trustless computation platform that enables massive cloud processing without sacrificing data confidentiality. Built around TEE-based privacy technology already embedded into modern processors; Khala Network’s distributed computing cloud is versatile and confidential. By separating the consensus mechanism from computation; Khala ensures processing power is highly scalable. Together; this creates the infrastructure for a powerful; secure; and scalable trustless computing cloud. As a member parachain of the Kusama cross-chain ecosystem; Khala is able to provide computing power to other blockchain applications while protecting the data layer; enabling possibilities like privacy-protected DeFi trading positions and transaction history; co-computing DID confidential data; developing light-node cross-chain bridges; and more. On-chain services currently being developed on Khala Network include Web3 Analytics: high-performance smart contracts from Khala enable highly concurrent mass data analytics with privacy; paving the way for an alternative to Google Analytics that inherently respects individual confidentiality. Related Project: Phala Network Tokens: PHA ; K-PHA W3F Grants: pLibra; Privacy Bridge between Polkadot and Libra chain — First delivery Links: Parachain Launch Status App Phala’s Kusama Slot Auction Strategy Status Announced Testing Parathread Kusama Slot Leasing February 16; 2024 January 11; 2025 the slot lease expired Auctions & Crowdloans Auction 4: WINNER Leasing: June 11; 2021 - May 15; 2022 Crowdloan ID: 2004-6 Funds Raised: 132 281 KSM ( $583 358 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 100+ PHA Crowdloan Cap: 1 000 000 KSM 34% of the parachain rewards will be released immediately 66% will be released linearly within 48 weeks Show more auctions Auction 32: WINNER Leasing: May 20; 2022 - April 12; 2023 Parathread ID: 2111 Last Bid: 8 934 KSM Leading Blocks: 66.89% Slot Acquisition: self-funded Auction 74: WINNER Leasing: March 7; 2023 - February 7; 2024 Parathread ID: 2264 Last Bid: 1 643 KSM Leading Blocks: 99.89% Slot Acquisition: self-funded Auction 127: WINNER Leasing: February 16; 2024 - January 11; 2025 Parathread ID: 2004 Last Bid: 400 KSM Leading Blocks: 52.41% Slot Acquisition: self-funded Events Jul 14; 2021 at 14:00 UTC TwitterSpace with #Khala [@PhalaNetwork]; the fourth Kusama parachain Investors (9) IOSG T ier 2 KR1 T ier 2 SNZ Holding T ier 3 Waterdrip Capital T ier 3 Paka T ier 3 Candaq T ier 4 Incuba Alpha T ier 4 WEB3 Venture Capital The Force Partners Partners (15) Acala Astar Ava Protocol (OAK Network) Bifrost Kusama Bifrost Polkadot Calamari Network Crust Network DEGO Finance Karura Manta Network MNet (Bit.Country) Continuum MNet (Bit.Country) Pioneer Shiden Network Subsocial TrustBase XCM Channels (4) ⇄ Karura ⇄ Calamari Network ⇄ Basilisk ⇄ Picasso Screenshots (1) Roadmap Videos Intro to Phala World - gamifying the meta-soul | ParisDotComm July 24; 2022 (00:24:54) The ERC20 Khala bridge and Phala’s mining staking demo September 2; 2021 (00:31:07) Khala Network Roadmap & New Tokenomic July 17; 2021 (01:24:33) Developer Activity,
KICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://dico.io,,https://twitter.com/DICONetwork,,DAO,,,❌ Not found,,,,,polkadot,https://parachains.info/,KICO Chain is the Kusama version of DICO Chain. DICO stands for DAO + ICO + Swap. DICO is positioned as a parachain of decentralized ICO. Meanwhile; it has the function of token exchange to promote the faster development of Polkadot. Related Project: DICO Tokens: KICO Links: Whitepaper Wiki Status Announced Testing Parathread Kusama Slot Leasing March 3; 2022 January 15; 2023 the slot lease expired Auctions & Crowdloans Auction 25: WINNER Leasing: March 3; 2022 - January 15; 2023 Crowdloan ID: 2107-64 Funds Raised: 5 996 KSM ( $26 443 ) Leading Blocks: 67.37% Project Auction Info: crowdloan details Reward: 1 KSM : 20 000 KICO Crowdloan Cap: 10 000 KSM Reward Pool: 500m of 10b (5%) 30% of KICO tokens will be released directly 70% of KICO will vest/unlock linearly over a 48 week period,
Kpron Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://apron.network/,,https://twitter.com/apronofficial1,,Data,,,❌ Not found,,,,,polkadot,https://parachains.info/,KPN was issued on Kpron Network as a portion of the tokens allocated by Apron Network and can be swapped with APN at a 1:1 rate (1KPN=1APN). There is no change on Apron’s tokenomics; and the total amount of APN remains the same. Related Project: Apron Network Tokens: KPN W3F Grants: Decentralized infrastructure provider — Completed Status Announced Testing Parathread Kusama Investors (15) NGC Ventures T ier 2 CMS Holdings T ier 2 Illusionist Group T ier 3 AU21 Capital T ier 3 Spark Digital Capital T ier 3 DFG T ier 3 Paka T ier 3 Basics Capital T ier 3 Show more investors One Max Capital T ier 3 PrimeBlock Ventures T ier 3 Candaq T ier 4 DRF T ier 4 Monday Capital T ier 4 BlockHunter Capital Vega Ventures Developer Activity,
